"unique_ID","boot","S","sPIE","s_N","Nind","biomass","shrimp_bio","flounder_bio","tempS","tempB","salS","salB"
"2170 _ g","1",37,2.61750872330141,24.9404226746987,5266,200.353,14.935,0.113,26.234,25.948,34.384,34.6526
"2120 _ g","1",37,3.97442722682209,29.3239398857616,2741,105.736,1.889,0.28,26.136,25.274,33.9502,34.4594
"2021 _ g","1",42,2.84040788337298,27.6159326400899,12401,339.822,13.786,2.098,21.078,20.574,32.7686,33.6782
"2022 _ g","1",34,1.56160693274012,20.9447717261897,6564,153.441,0.09,0.618,22.528,22.382,33.6092,33.9948
"1972 _ g","1",40,4.86762916960112,29.2784576208156,6976,424.44,37.379,2.123,25.942,25.876,34.0706,34.5512
"1586 _ g","1",43,5.31281890970696,41.5247296047193,1027,391.131,1.384,0.463,24.436,23.84,35.2746,35.53
"1536 _ g","1",46,3.95560665576386,31.3860882747743,4793,421.018,2.564,1.027,21.524,19.874,35.1432,35.6178
"1486 _ g","1",46,8.13609109424348,30.9617955420576,10411,735.267,13.054,7.596,21.046,20.484,35.4002,35.7276
"1246 _ g","1",42,6.86582648749318,35.6399201113015,3040,569.975,0.039,2.159,20.922,20.646,32.678,33.1288
"1294 _ g","1",47,5.2118289015562,32.5605158287007,6984,606.988,3.263,3.344,21.98,21.488,35.339,35.7076
"1340 _ g","1",47,5.36287450320935,32.6292901230079,10991,582.202,24.34,4.35,25.002,24.74,35.4634,35.8252
"1534 _ g","1",51,6.33451555536181,37.0158774291928,5603,460.608,14.805,0.942,20.822,19.564,34.2596,35.1046
"1532 _ g","1",42,6.04432787503796,31.79531560986,4830,372.018,0.427,0,22.498,21.874,35.1456,35.2376
"1582 _ g","1",36,4.50788800561727,27.9810749555684,2682,237.319,0.015,0.175,24.682,24.108,35.3648,35.467
"1923 _ g","1",42,8.03521070083379,28.9426795303239,8118,525.752,12.849,1.672,23.322,23.042,34.7762,34.9542
"1973 _ g","1",34,1.95679993249989,27.4270135218585,2300,108.875,0.125,1.285,23.938,23.62,34.73,34.7894
"1680 _ g","1",46,10.7052789592194,39.5144588703641,2517,359.061,20.637,0.808,22.142,21.714,34.5882,35.1768
"1730 _ g","1",29,6.79179566563468,33.0816230069721,325,139.591,0,0.481,24.512,24.344,35.4538,35.48
"1778 _ g","1",46,7.89949600876079,33.2701376586314,4811,345.515,27.303,0.637,24.454,23.95,34.3634,34.4958
"1777 _ g","1",46,5.12234415384065,29.7072783791162,6055,312.992,15.92,0.364,26.738,26.422,34.922,35.2126
"1630 _ g","1",52,2.71194655578345,33.7562081063434,4078,138.599,2.429,1.156,22.982,22.66,34.9814,35.0654
"1924 _ g","1",32,5.32757707424198,27.7620743450538,2378,104.093,0.628,0.71,24.506,24.066,34.5614,34.7418
"1777 _ h","1",49,4.07390818910676,33.6169495052785,7755,348.424,49.98,3.365,23.928,23.78,35.1582,35.1884
"1778 _ h","1",49,11.6022444327547,39.0993243986098,1993,118.815,26.221,2.23,23.768,23.55,34.5576,34.7718
"1730 _ h","1",47,7.04535493502268,34.6507955752657,4204,214.482,26.08,0.681,20.792,20.622,34.9778,35.1762
"1340 _ h","1",56,11.2035001788714,32.551510990735,28025,1004.747,44.909,5.053,22.224,21.736,35.3984,35.5394
"1630 _ h","1",39,4.44388912679404,28.9100056878312,3579,256.767,0.108,0.211,24.2,23.06,34.8682,35.032
"1680 _ h","1",51,4.46387944634894,27.9202197232978,22214,1912.13,1.607,2.139,26.668,25.618,34.9754,35.6918
"1826 _ h","1",42,4.7821770277309,29.2180250828924,7984,1930.785,2.895,0.314,21.636,21.22,33.672,33.9702
"1875 _ h","1",49,7.64187718050156,33.7151286510641,12065,1314.521,80.366,2.082,22.882,22.398,34.381,34.6702
"2419 _ h","1",53,8.35130770897536,32.1618686841423,10213,1026.055,36.827,2.164,24.446,24.43,35.2298,35.4352
"2519 _ h","1",46,4.96132877095541,26.3420876641645,16620,1077.741,61.127,0.803,25.994,25.474,35.9426,36.0122
"2569 _ h","1",52,3.50188848264848,30.3952920637122,9940,388.6,6.606,3.079,24.77,24.016,35.5294,35.5076
"2771 _ h","1",43,2.97895674703195,27.1377044815742,8662,369.477,0.036,0.131,24.082,23.564,35.5916,35.7732
"2721 _ h","1",57,4.22526358157762,36.8523763914481,6612,397.154,7.591,0.404,25.42,24.53,35.944,35.9868
"2670 _ h","1",53,1.69844357576521,28.2154006191264,18446,353.363,1.951,0.103,25.54,24.712,36.003,36.021
"2620 _ h","1",49,1.40316915788724,21.6043415348319,14418,522.513,11.44,1.481,26.082,25.546,35.9526,35.9232
"1924 _ h","1",45,6.67430167159543,41.5534498866907,1305,275.932,0.292,1.094,21.542,21.392,33.3432,33.5264
"2219 _ h","1",48,3.37787977770448,30.488408430379,6138,284.632,4.708,1.692,25.032,24.932,34.8596,34.9996
"2269 _ h","1",42,3.26564193860731,29.1358705056951,5332,312.009,0.084,0.67,27.268,26.942,35.0976,35.1314
"2319 _ h","1",46,2.03762690171634,22.7165061559485,9712,516.537,0.402,0.875,23.644,23.052,35.4678,35.668
"2318 _ h","1",51,5.38744453368589,28.9132723452232,7162,279.558,6.767,1.339,22.478,22.012,35.5032,35.5068
"2169 _ h","1",53,8.20076841578579,36.9244794895817,9450,608.64,14.963,0.711,22.246,22.006,34.3346,34.7462
"2170 _ h","1",50,9.51974293221896,39.0081128636044,3878,777.339,0.709,1.094,24.37,24.14,33.6976,34.4548
"2120 _ h","1",44,4.45354536707863,25.1678220772483,15901,1480.224,5.83,1.182,23.394,22.982,34.172,34.612
"1294 _ h","1",63,10.3187259256859,40.9768850524271,9444,924.73,23.773,2.589,24.38,23.884,35.1058,35.193
"1246 _ h","1",47,4.65227051087165,29.8625567145513,13753,906.382,2.991,1.682,23.19,22.546,34.8984,35.357
"1486 _ h","1",52,3.97929496010881,30.2340367831791,18066,1250.366,98.938,4.928,24.25,23.818,34.5302,35.2368
"1536 _ h","1",47,4.81613736226232,29.4106727337142,13414,988.974,2.38,3.008,24.158,23.804,35.5536,35.7954
"1586 _ h","1",44,5.18654863705896,30.8939115827421,4017,726.431,0.474,0.512,23.656,22.712,34.6542,34.9368
"1534 _ h","1",57,2.08700237725062,27.7736979361499,24920,1712.685,7.383,4.311,22.684,22.258,34.3614,34.6478
"1532 _ h","1",48,7.45854261604589,36.63087672643,6027,302.233,2.293,2.022,22.034,21.612,35.2266,35.2608
"1582 _ h","1",50,3.45599325724648,26.5951250407367,12349,824.27,0.901,1.648,26.504,24.6,34.9948,35.422
"1923 _ h","1",43,3.31436269277321,31.9782329214897,6447,498.827,18.113,4.586,24.46,24.258,34.632,34.8158
"1973 _ h","1",43,7.75178174678356,35.587841388111,2122,220.357,0.403,0.902,22.272,22.208,34.5242,34.6642
"2022 _ h","1",52,2.75374589962546,36.2495743277807,4198,407.615,0.019,0.353,20.79,20.952,33.1946,34.0548
"2021 _ h","1",51,5.10751739748997,33.0179172102992,8804,691.844,12.788,6.553,23.64,23.538,34.5858,34.7006
"1972 _ h","1",49,6.22878665833439,31.0370796293641,9912,630.047,31.137,1.486,22.134,22.11,34.2734,34.5054
"2318 _ i","1",NA,5.21780947624659,32.3760647687469,7270,356.292,46.299,0.588,21.895,20.92,32.24725,32.7595
"2269 _ i","1",56,8.21808371921639,35.1220514071401,5034,268.948,24.497,2.884,22.028,20.858,32.1978,33.0862
"2219 _ i","1",55,5.29829323629866,33.5152748529432,9323,440.17,4.348,2.283,24.738,24.42,32.2576,32.906
"2169 _ i","1",51,9.17595205843381,33.3669397353557,6691,277.613,23.751,2.063,25.54,25.306,30.1512,33.0896
"2170 _ i","1",48,11.4970855560072,38.0308064653447,2343,115.425,1.645,0.668,22.986,21.98,31.7844,32.9282
"2120 _ i","1",48,4.2814114014926,33.2194763317762,8080,431.563,30.391,3.121,26.784,26.17,31.7412,32.9658
"2021 _ i","1",56,3.61907868488288,31.6512935754595,14967,798.274,28.1,2.514,26.742,26.54,31.8416,33.7964
"1826 _ i","1",47,4.02968777394587,37.1010796391906,2869,163.145,0.23,1.202,20.766,20.078,32.7686,33.4448
"1582 _ i","1",55,4.46818546461758,32.3125352147909,9147,785.372,0.02,1.036,24.476,24.25,33.96,34.5482
"1534 _ i","1",54,3.99508781531329,33.3778683842402,17803,1426.828,11.991,3.058,25.824,25.208,33.5404,34.5232
"1536 _ i","1",45,2.36775712834374,23.8455639802776,25721,1829.98,32.24,1.04,19.454,18.936,33.5816,34.5228
"1586 _ i","1",45,4.40294633120424,34.4713681394526,2127,445.076,0.036,3.27,21.942,21.458,34.0476,34.5112
"1340 _ i","1",54,3.64514312240748,25.7558310986508,53560,4582.939,31.187,0.435,22.91,22.108,34.565,34.7516
"1630 _ i","1",54,9.2246797542468,40.7888013814517,2882,287.616,0.159,1.387,22.952,22.494,34.4932,34.6838
"1680 _ i","1",61,3.19984445479,34.7192063114842,10358,747.961,13.551,1.302,22.556,21.98,33.2306,34.3704
"1486 _ i","1",48,3.6129557783446,26.0111580152339,22400,1892.127,10.262,3.412,24.374,22.982,34.1924,35.6592
"1875 _ i","1",52,7.61068095517432,35.520536302471,7199,281.369,21.643,0.956,22.428,22.2,32.6246,33.0386
"1924 _ i","1",50,10.5096052807887,38.728981377728,2442,140.32,8.758,1.699,25.254,25.17,33.6294,34.028
"1923 _ i","1",50,11.5735390201295,35.6367872098008,3899,140.288,12.324,3.477,26.264,25.804,32.5106,33.2174
"1973 _ i","1",43,8.72353146041329,41.0806370744194,1097,75.816,0.988,0.367,22.55,21.87,33.3876,34.0106
"1972 _ i","1",45,4.63098482796771,29.6045442920523,13176,981.254,21.22,3.908,23.504,22.408,31.5178,33.4738
"2319 _ i","1",56,7.08624624842619,35.2284593418582,7755,380.775,33.208,3.008,24.584,23.618,34.3312,34.6048
"2419 _ i","1",55,3.61450854058181,26.1723397290459,16315,996.305,52.743,1.51,25.742,24.944,33.148,33.8272
"2519 _ i","1",56,5.89696830346994,31.7849058569198,14926,914.455,53.448,1.281,24.544,23.144,34.294,34.7694
"2771 _ i","1",63,4.11475609256728,35.8390425055173,24017,1871.342,4.304,1.163,24.774,24.4,34.5006,34.6792
"2721 _ i","1",54,3.57299835842858,29.8048578721189,12657,1153.878,0.665,1.713,23.624,22.478,34.763,35.162
"2670 _ i","1",42,2.72913323636662,28.0095083229312,8510,532.003,7.581,0.294,23.92,22.154,34.5198,34.7322
"2620 _ i","1",55,4.52123494196115,33.139623127475,12030,1061.953,5.596,1.366,25.292,24.28,34.5602,34.9318
"2569 _ i","1",51,5.93571216842702,29.8210382792481,17519,833.584,29.367,0.826,25.922,23.964,35.6214,35.8226
"2022 _ i","1",60,8.96097082716395,40.8812214780201,4233,349.389,0.202,0.662,25.924,25.556,31.324,33.7634
"1730 _ i","1",46,2.2563581897505,29.3931458156113,8633,502.646,3.01,0.953,24.612,24.966,29.8284,34.8984
"1778 _ i","1",56,2.94189223833759,31.6542375512064,15137,1076.475,9.452,2.378,24.316,24.308,34.0926,34.4488
"1777 _ i","1",51,2.45527858699468,33.333741279166,6230,511.969,3.912,1.625,22.398,22.034,33.6128,34.2684
"1294 _ i","1",65,3.67840398666509,26.5126944298571,33614,2374.999,6.771,7.671,22.126,21.106,33.6776,35.0354
"1246 _ i","1",55,9.6402810460451,32.9552944824011,15741,2410.568,10.157,5.331,22.456,22.63,31.3552,34.6354
"1532 _ i","1",48,5.73501610936883,32.3111061263006,10187,663.066,2.453,1.527,24.822,24.69,34.4658,34.859
"1924 _ a","2",46,6.33283431184192,28.916117632087,5432,179.384,4.73,0,24.78,24.64,33.68,34.1
"1875 _ a","2",58,8.56250696049224,38.6648299791316,4437,151.288,24.899,2.292,23.02,22.98,33.04,33.52
"1586 _ a","2",48,3.89508859141998,25.1419977176551,13019,1837.79,0.817,0.567,23.2,23.08,34.46,34.94
"1536 _ a","2",61,4.64024054505064,33.1499005607111,6628,608.986,0.771,0.206,24.62,23,34.3,35.62
"1486 _ a","2",68,3.02551065703629,32.3069263139478,28318,1765.153,23.442,4.513,23.8,23.62,32.1,35.3
"1730 _ a","2",62,5.17485814763287,49.8056196864735,2790,158.567,9.827,2.483,24.52,23.32,31.24,35.1
"1778 _ a","2",59,4.62386441277763,36.4075926185206,10204,608.114,17.481,3.618,26.48,25.72,34.72,35.34
"1777 _ a","2",64,5.11986151237215,43.0063876036584,5790,300.533,18.27,1.961,25.64,25.4,34.04,34.7
"2771 _ a","2",57,3.18810194579394,32.9354081678446,13760,1456.689,1.635,0.576,23.84,24.08,35.96,35.9
"2620 _ a","2",56,5.98045141381811,28.5633802923192,12263,654.091,3.819,0.825,25.28,24.78,36.06,36.06
"2269 _ a","2",54,7.62584136976465,36.5865013839029,3676,112.045,36.365,0.698,23.02,23.04,30.94,32
"2219 _ a","2",54,6.98355246263675,46.3556856840854,1807,135.763,7.932,0,23.44,23.6,33.92,34.3
"2169 _ a","2",58,9.50944644089366,44.3689580950694,3258,112.686,17.314,0.87,23.7,23,30.26,33.02
"1340 _ a","2",58,3.77784274431747,31.0197389095544,12410,869.221,11.513,7.609,23.28,23.18,35.34,35.46
"1534 _ a","2",67,3.98097388182827,34.693378577625,21858,1091.579,9.309,1.051,21.52,21.06,34.24,34.44
"1582 _ a","2",71,9.43727533883064,44.9601370944098,5185,248.113,20.86,2.385,21.12,21,34.72,34.8
"2022 _ a","2",58,13.159554556565,45.5586625743808,3040,353.536,0.157,0.265,22.44,22.6,31.8,33.96
"2021 _ a","2",49,7.90993907489269,33.9085989802795,4947,235.811,11.898,0.246,26.14,25.74,32.74,33.82
"2419 _ a","2",66,8.3091438860299,42.1200855519857,6402,467.786,0.951,0.968,25.44,25.08,35.28,35.34
"2318 _ a","2",53,4.87724464883314,31.0211384110886,9123,376.106,13.12,2.76,23.86,23.32,34.22,34.22
"1923 _ a","2",58,7.21070470888146,41.714549678375,3098,146.373,11.107,1.336,23.86,24.2,33.56,33.46
"1630 _ a","2",56,2.76528833778016,38.281168635395,8706,2547.268,0.072,0.931,22.44,21.62,34.9,35
"1680 _ a","2",64,1.54900435098605,38.5854752070223,6571,563.669,9.177,2.333,22.8,22.78,34.56,34.56
"2170 _ a","2",56,5.30877309546744,41.1449238170003,3430,130.213,7.77,0.327,22.44,22.66,32.7,34.06
"2120 _ a","2",40,3.91085536662534,39.9119920635832,920,96.952,0,0.419,26.34,26.44,34.54,34.64
"1246 _ a","2",70,6.66211010711405,37.9020095695597,8665,916.414,12.584,2.333,24.26,24.4,33.56,35.92
"2319 _ a","2",52,9.12780204698558,41.1744425955613,2018,170.612,13.213,0.62,25.9,25.44,34.24,34.34
"1294 _ a","2",68,10.2193002832212,40.328499172432,12238,959.09,2.386,6.314,22.42,22.7,34.76,34.92
"1532 _ a","2",52,5.99411399077513,33.6892922404848,6642,403.578,2.226,1.566,22.52,22.36,34.8,35.1
"1973 _ a","2",51,3.06484515446305,43.212224461735,1835,68.45,0.694,2.661,24.12,23.66,32.38,33.22
"1972 _ a","2",51,4.24263200553608,37.9975798469025,4478,360.977,6.122,8.171,21.74,21.32,30.1,32.78
"2670 _ a","2",50,3.73645680596543,25.5599253208467,11919,846.453,0.636,0.663,24.64,24.46,35.96,35.94
"2721 _ a","2",59,2.7559925164291,29.6031749088049,15587,556.302,5.42,1.963,25.32,25.1,35.96,35.9
"2569 _ a","2",59,4.45196117675372,27.1796174524177,17449,1032.205,1.211,0.445,26.28,26.34,36.1,36.14
"2519 _ a","2",61,5.35877587684161,35.0303824095634,13550,899.638,9.192,2.109,24.54,24.54,35.56,35.58
"1826 _ a","2",47,2.26625150686681,31.6428804923719,10934,442.701,24.059,2.566,24.44,24.34,33.14,33.64
"1777 _ b","2",55,3.48158695414898,40.5128300840876,5738,645.182,0.814,2.437,23.34,21.912,33.744,34.1638
"1586 _ b","2",44,6.37615617804173,40.0722517638614,1283,87.31,0.178,1.991,21.454,21.406,34.7706,34.7894
"1534 _ b","2",55,5.2585102932609,30.5115397110274,14412,913.401,1.033,3.715,21.762,21.006,34.443,34.812
"1532 _ b","2",46,4.08816074782071,28.93949793529,6143,387.012,0.075,0.601,23.51,22.154,34.35,34.6568
"1582 _ b","2",46,5.68479971064291,33.7160297563114,3634,339.477,0.042,0.672,23.45,22.426,34.1232,34.498
"1630 _ b","2",53,3.7012284910222,34.6396202012645,6458,675.953,0,2.06,21.826,21.178,35.2404,35.4506
"1680 _ b","2",53,6.32022667712013,38.746463362704,4229,309.416,1.223,1.232,24.324,22.636,33.0376,35.036
"1778 _ b","2",38,11.1499073011389,38.1416735817861,871,269.486,0.406,0.239,23.206,22.378,34.1324,34.5838
"1730 _ b","2",47,13.5003449212952,44.9706582034606,1137,160.912,0,2.096,21.462,21.188,33.8054,34.7302
"1826 _ b","2",48,5.17757842962359,41.9828235364914,1687,89.061,1.239,3.647,21.856,21.506,33.1718,33.9224
"1875 _ b","2",47,5.88280099925987,37.1529501104423,2684,139.212,6.541,0.964,22.498,22.196,33.9476,34.2378
"1924 _ b","2",39,5.64797035453265,34.7084635783111,1483,46.244,0.242,0.725,22.85,22.838,34.3494,34.4706
"1923 _ b","2",52,11.6439705436284,44.744420088371,1663,114.552,13.406,4.964,21.254,20.848,32.8432,33.2806
"1973 _ b","2",43,4.88016032879611,42.2626975988954,980,30.452,0.529,1.734,23.074,22.458,33.6114,33.8212
"1972 _ b","2",47,4.44534894084791,46.9143148117932,948,47.911,0.941,0.633,23.43,22.852,31.9516,33.3302
"2022 _ b","2",47,7.09425580040904,45.5983663377689,1024,113.5,0.022,0.48,23.57,22.934,30.5534,33.2988
"2021 _ b","2",58,10.8955166155952,42.5276607823522,2839,134.702,14.915,1.432,24.192,23.734,32.1744,33.5036
"1536 _ b","2",48,5.36462030711142,31.7844991792684,4706,361.925,0.378,5.674,22.362,21.586,34.7188,34.9432
"1486 _ b","2",51,4.31474908782976,24.288736062668,17380,1499.157,5.001,4.013,21.48,21.162,35.1818,35.5626
"2219 _ b","2",49,6.70125010793334,42.3395966622977,1672,76.931,4.098,0.275,23.61,23.372,31.6482,32.6468
"2269 _ b","2",49,6.16794092338943,43.277321285062,1323,85.81,20.566,1.909,22.126,21.994,29.3814,32.993
"2319 _ b","2",48,5.87043039871093,36.0271670527351,3616,122.739,4.297,0.485,24.722,23.916,32.7716,33.7448
"2318 _ b","2",46,8.90642142251076,31.8918562865324,5533,159.254,13.416,1.224,24.446,23.694,33.7854,33.9206
"2771 _ b","2",58,4.11564807634713,38.7439678952485,4041,249.455,0.697,0.714,24.834,24.06,34.483,34.6426
"2721 _ b","2",56,5.01839410829417,39.6023059289358,3390,334.782,0.217,0.832,25.698,24.738,35.6556,35.7266
"2670 _ b","2",56,2.2695489593815,31.0345318953733,5244,456.231,0.177,0.392,24.752,23.516,34.618,34.604
"2620 _ b","2",59,10.998279044042,40.123316047548,5913,394.205,8.002,0.932,26.15,25.866,34.6638,35.401
"2569 _ b","2",45,4.96998636274779,32.635534813308,3573,162.966,0.22,1.057,24.402,23.87,35.082,35.2378
"2519 _ b","2",60,3.47033343042621,34.217984510357,16741,866.166,5.352,4.825,25.746,25.45,34.4852,34.999
"2419 _ b","2",62,8.90904840200924,42.0883027044189,4304,300.411,25.466,0.33,23.952,23.486,33.0064,33.7754
"2169 _ b","2",50,8.06651708978361,37.8927100437481,3472,200.882,22.384,0.999,25.618,25.024,30.51,32.7662
"2170 _ b","2",46,4.393589828708,37.4719702674337,2521,196.778,5.711,0.424,23.142,23.024,30.3922,31.4356
"2120 _ b","2",44,4.17388468562484,35.1537880922124,1960,130.807,0,0.388,24.314,24.05,32.801,33.44
"1246 _ b","2",58,4.00865670068279,33.5065774595727,21089,1728.492,4.122,24.568,22.132,21.042,33.4666,34.789
"1340 _ b","2",57,3.02605630456644,33.6219327645173,11421,656.629,25.998,4.36,26.988,25.838,35.9052,36.0848
"1294 _ b","2",58,6.37334999375488,42.90563464263,5011,589.673,0.254,3.527,22.72,21.35,33.906,34.7906
"1777 _ c","2",50,5.71102316185346,37.7217404961072,3285,96.535,19.13,0.648,24.522,24.136,32.2654,33.0568
"1778 _ c","2",53,8.26126079517529,40.9322293556195,2115,77.513,11.857,1.871,24.01,24.128,32.4018,32.9246
"1536 _ c","2",55,4.02508581175122,34.7007881043556,8341,585.048,5.205,0.996,20.718,20.53,34.5414,34.6882
"1586 _ c","2",NA,5.73867529024106,30.7529330389453,6014,273.884,0.727,5.342,23.67,22.3175,34.5656,35.1595
"1534 _ c","2",52,4.03904809641462,33.8590976725814,6748,2544.281,6.421,0.861,24.532,24.184,32.979,33.7936
"1532 _ c","2",46,11.1856930487973,42.123450135361,1660,750.317,10.773,1.684,21.928,21.026,34.1166,34.3434
"1582 _ c","2",54,8.46043166971081,44.0998310469123,2846,236.708,1.493,0.69,21.298,20.348,34.1398,34.2086
"1630 _ c","2",55,1.83087118927532,30.9260060739423,7577,367.13,1.083,1.282,24.49,24.184,34.1026,34.2512
"1680 _ c","2",50,10.1336949765497,40.3804914251517,2320,182.092,8.284,1.171,26.474,25.836,33.538,34.6282
"1730 _ c","2",42,7.61911742781892,39.7084956573234,1108,67.441,1.864,0.294,24.096,23.87,34.6384,34.609
"1486 _ c","2",53,8.14975095639124,33.0344522396972,8121,491.936,20.379,1.817,22.878,22.458,35.1522,35.2298
"1340 _ c","2",62,7.87636821912266,39.446164231734,8428,231.063,13.209,4.731,17.972,17.494,32.8698,33.5146
"1246 _ c","2",65,5.05852336904621,33.3529523469855,19049,1231.602,7.705,2.629,20.394,20.97,31.6326,33.788
"1294 _ c","2",62,5.27930263592584,34.2785093760311,7315,584.949,8.645,3.743,22.15,21.484,34.3162,34.656
"2022 _ c","2",40,7.9220066627474,40.8588469263607,697,88.958,0.098,0.36,24.892,24.682,31.8056,33.0806
"2021 _ c","2",41,4.31404699109624,28.8359604144418,4265,111.626,1.815,0.048,22.934,22.608,31.894,32.8342
"2120 _ c","2",33,8.48873636043646,35.4222276812249,695,51.413,0.072,1.23,25.934,25.846,33.3494,33.437
"2419 _ c","2",57,9.99413926247993,42.4235051132905,3140,203.07,10.414,0.857,25.924,25.132,34.7008,35.1488
"2519 _ c","2",61,4.85343308645527,33.4929450333853,10973,780.693,6.36,1.395,25.662,25.092,35.4688,35.3364
"2569 _ c","2",56,4.49674073443033,27.6087876642115,17224,678.611,40.198,0.526,24.662,24.426,34.5932,34.4032
"2771 _ c","2",67,6.06610052665023,43.6731933059483,7199,748.154,0.923,1.653,22.792,22.536,35.2382,35.6348
"2721 _ c","2",58,3.57595368772782,33.8768079824419,9121,500.884,3.298,0.555,24.95,24.202,35.7036,35.8768
"2670 _ c","2",45,1.53011461905337,21.5968484647398,10135,1175.669,0.203,0,25.274,24.53,34.5958,34.5602
"2169 _ c","2",58,14.4897654760918,45.2201748537901,2049,185.167,10.29,0.41,25.646,25.334,31.6716,33.256
"2170 _ c","2",33,5.68118239093395,32.9249516786122,928,89.642,0,1.415,24.338,24.114,32.8036,33.4442
"2219 _ c","2",48,2.54459824870871,34.9713061236761,2777,74.539,3.305,0.365,26.712,26.248,33.4756,33.9406
"2269 _ c","2",42,2.71233347502465,31.3640286266491,3000,161.074,2.477,0,24.22,23.786,32.9282,33.366
"2319 _ c","2",36,4.47017495284407,34.7980860404212,1017,78.629,7.279,0,26.36,26.256,33.8046,34.221
"2318 _ c","2",46,8.16581682993439,30.9496423665426,5790,151.002,28.604,1.436,25.644,24.974,32.7558,33.7626
"1972 _ c","2",39,9.9853257456082,29.5658623742642,2291,116.496,2.568,0.637,27.15,27.054,32.0076,33.0268
"1973 _ c","2",35,3.56224846214253,27.0536074586086,1867,44.003,0.306,0.125,24.342,24.198,33.1514,33.1916
"1923 _ c","2",49,10.3641445398283,38.1772658900551,2828,224.114,9.694,0.537,24.294,23.878,32.711,32.9194
"1924 _ c","2",43,7.76666331288239,28.0692213560427,3810,333.656,5.102,0.475,25.25,25.114,33.33,33.5568
